"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
21403,"KX51","small_airport","Homestead General Aviation Airport",25.49920082,-80.5542984,7,"NA","US","US-FL","Homestead","no","X51",,"X51","http://www.miami-airport.com/homestead.asp","http://en.wikipedia.org/wiki/Homestead_General_Aviation_Airport",
21404,"KX54","small_airport","Benger Air Park",34.65420150756836,-102.69200134277344,4003,"NA","US","US-TX","Friona","no","KX54",,"X54",,,
21405,"KX58","small_airport","Indiantown Airport",27.036399841308594,-80.44010162353516,30,"NA","US","US-FL","Indiantown","no","KX58",,"X58",,,
21406,"KX59","small_airport","Valkaria Airport",27.96199989,-80.55979919,26,"NA","US","US-FL","Malabar","no","KX59",,"X59",,,
21407,"KX60","small_airport","Williston Municipal Airport",29.35420036315918,-82.472900390625,76,"NA","US","US-FL","Williston","no","KX60",,"X60",,"http://en.wikipedia.org/wiki/Williston_Municipal_Airport",
21408,"KXA","seaplane_base","Kasaan Seaplane Base",55.537399292,-132.397994995,,"NA","US","US-AK","Kasaan","no","KXA","KXA","KXA",,,
21409,"KXBP","small_airport","Bridgeport Municipal Airport",33.17530059814453,-97.82839965820312,852,"NA","US","US-TX","Bridgeport","no","KXBP",,"XBP",,,
21400,"KXFL","small_airport","Flagler County Airport",29.4673996,-81.20629883,33,"NA","US","US-FL","Palm Coast","no","KFIN",,"FIN","http://www.flaglercounty.org/index.aspx?NID=135","http://en.wikipedia.org/wiki/Flagler_County_Airport","formerly X47, XFL, KXFL, NOLF Bunnell"
18499,"KXLL","small_airport","Allentown Queen City Municipal Airport",40.5703010559,-75.48829650879999,399,"NA","US","US-PA","Allentown","no","KXLL",,"XLL",,"http://en.wikipedia.org/wiki/Allentown_Queen_City_Municipal_Airport","Formerly 1N9, K1N9, JVU, KJVU"
3956,"KXMR","medium_airport","Cape Canaveral AFS Skid Strip",28.4675998688,-80.56659698490002,10,"NA","US","US-FL","Cocoa Beach","no","KXMR",,"XMR",,"http://en.wikipedia.org/wiki/Cape_Canaveral_AFS_Skid_Strip",
21410,"KXNA","medium_airport","Northwest Arkansas Regional Airport",36.281898,-94.306801,1287,"NA","US","US-AR","Fayetteville/Springdale","yes","KXNA","XNA","XNA",,,
21411,"KXNO","small_airport","North Af Aux Airport",33.6150016784668,-81.08439636230469,321,"NA","US","US-SC","North","no","KXNO",,"XNO",,,
35150,"KXSA","small_airport","Tappahannock-Essex County Airport",37.85960006713867,-76.89409637451172,135,"NA","US","US-VA","Tappahannock","no","KXSA",,"XSA","http://www.tappahannockessexairport.com/","http://en.wikipedia.org/wiki/Tappahannock-Essex_County_Airport",
28148,"KXTA","medium_airport","Homey (Area 51) Airport",37.23500061035156,-115.81099700927734,4462,"NA","US","US-NV","Groom Lake","no","KXTA",,,,"http://en.wikipedia.org/wiki/Area_51","Dreamland, Paradise Ranch, Home Base, Watertown Strip"
21412,"KXVG","small_airport","Longville Municipal Airport",46.99020004272461,-94.2040023803711,1334,"NA","US","US-MN","Longville","no","KXVG",,"XVG",,,
21413,"KY03","small_airport","Springfield Municipal Airport",42.880001068115234,-97.90119934082031,1324,"NA","US","US-SD","Springfield","no","KY03",,"Y03",,,
21414,"KY14","small_airport","Marv Skie Lincoln County Airport",43.45750045776367,-96.802001953125,1515,"NA","US","US-SD","Tea","no","KY14",,"Y14",,,
21415,"KY19","small_airport","Mandan Municipal Airport",46.7681999206543,-100.89399719238281,1944,"NA","US","US-ND","Mandan","no","KY19",,"Y19",,,
21416,"KY23","small_airport","Chetek Municipal Southworth Airport",45.30619812,-91.63619995,1055,"NA","US","US-WI","Chetek","no","KY23",,"Y23",,,
21417,"KY27","small_airport","Standing Rock Airport",46.06639862060547,-100.63500213623047,1633,"NA","US","US-ND","Fort Yates","no","KY27",,"Y27",,,
21418,"KY31","small_airport","West Branch Community Airport",44.24480056762695,-84.17980194091797,882,"NA","US","US-MI","West Branch","no","KY31",,"Y31",,,
21419,"KY37","small_airport","Park River W C Skjerven Field",48.39400101,-97.78079987,1104,"NA","US","US-ND","Park River","no","KY37",,"Y37",,,
21420,"KY43","small_airport","Anita Municipal Kevin Burke Memorial Field",41.44029998779297,-94.76969909667969,1251,"NA","US","US-IA","Anita","no","KY43",,"Y43",,,
21421,"KY47","small_airport","Oakland Southwest Airport",42.50310134887695,-83.62370300292969,926,"NA","US","US-MI","New Hudson","no","KY47",,"Y47",,,
21422,"KY50","small_airport","Wautoma Municipal Airport",44.04159927368164,-89.30449676513672,859,"NA","US","US-WI","Wautoma","no","KY50",,"Y50",,,
21423,"KY51","small_airport","Viroqua Municipal Airport",43.57939910888672,-90.91310119628906,1292,"NA","US","US-WI","Viroqua","no","KY51",,"Y51",,,
21424,"KY55","small_airport","Crandon Municipal Airport",45.5166015625,-88.93340301513672,1646,"NA","US","US-WI","Crandon","no","KY55",,"Y55",,,
21425,"KY65","small_airport","Calvin Campbell Municipal Airport",45.40829849243164,-84.5999984741211,602,"NA","US","US-MI","Indian River","no","KY65",,"Y65",,,
21426,"KY70","small_airport","Ionia County Airport",42.9379997253418,-85.06050109863281,818,"NA","US","US-MI","Ionia","no","KY70",,"Y70",,,
21427,"KY72","small_airport","Bloyer Field",43.97499847,-90.48349762,966,"NA","US","US-WI","Tomah","no","KY72",,"Y72",,,
21428,"KY74","small_airport","Parshall Hankins Airport",47.9364013671875,-102.14199829101562,2031,"NA","US","US-ND","Parshall","no","KY74",,"Y74",,,
45432,"KY8","small_airport","Hancock Co-Ron Lewis Field",37.953196,-86.857158,412,"NA","US","US-KY","Lewisport","no","KY8",,"KY8",,,
21429,"KY83","small_airport","Sandusky City Airport",43.454200744628906,-82.84940338134766,776,"NA","US","US-MI","Sandusky","no","KY83",,"Y83",,,
21430,"KY89","small_airport","Kalkaska City Airport",44.72520065307617,-85.2031021118164,1030,"NA","US","US-MI","Kalkaska","no","KY89",,"Y89",,,
21431,"KY93","small_airport","Atlanta Municipal Airport",45,-84.13330078125,875,"NA","US","US-MI","Atlanta","no","KY93",,"Y93",,"http://en.wikipedia.org/wiki/Atlanta_Municipal_Airport_(Michigan)",
21432,"KY94","small_airport","East Jordan City Airport",45.13010025024414,-85.10659790039062,642,"NA","US","US-MI","East Jordan","no","KY94",,"Y94",,,
21433,"KY95","small_airport","Hillman Airport",45.08330154418945,-83.94029998779297,850,"NA","US","US-MI","Hillman","no","KY95",,"Y95",,,
3957,"KYIP","medium_airport","Willow Run Airport",42.23789978,-83.53040314,716,"NA","US","US-MI","Detroit","no","KYIP","YIP","YIP",,"http://en.wikipedia.org/wiki/Willow_Run_Airport","DTT"
3958,"KYKM","medium_airport","Yakima Air Terminal McAllister Field",46.56819916,-120.5439987,1099,"NA","US","US-WA","Yakima","yes","KYKM","YKM","YKM",,"http://en.wikipedia.org/wiki/Yakima_Air_Terminal",
3959,"KYKN","medium_airport","Chan Gurney Municipal Airport",42.916698455811,-97.385902404785,1306,"NA","US","US-SD","Yankton","no","KYKN","YKN","YKN","http://www.cityofyankton.org/publicworks/airport/","http://en.wikipedia.org/wiki/Chan_Gurney_Municipal_Airport",
313342,"KYL","closed","Port Largo Airport",25.09334,-80.42992,4,"NA","US","US-FL","Key Largo","no",,"KYL",,,,
3960,"KYNG","medium_airport","Youngstown Warren Regional Airport",41.26070023,-80.67910004,1192,"NA","US","US-OH","Youngstown/Warren","no","KYNG","YNG","YNG",,"http://en.wikipedia.org/wiki/Youngstown-Warren_Regional_Airport",
46156,"KZ-0001","closed","Zhuz Agach Air Base",47.065327927599995,79.702205658,1224,"AS","KZ","KZ-VOS","Aktogay","no",,,,,,"Аэродром Жуз-Агач"
41854,"KZ-0002","small_airport","Arkalyk Airport",50.239498138427734,66.94100189208984,1152,"AS","KZ","KZ-KUS","Arkalyk","no",,,,,,
41855,"KZ-0003","small_airport","Arys Northeast Airport",42.470298767089844,68.83820343017578,750,"AS","KZ","KZ-YUZ","Arys","no",,,,,,
41856,"KZ-0004","small_airport","Badam Airport",42.391300201416016,69.28050231933594,1102,"AS","KZ","KZ-YUZ","Badam","no",,,,,,
41857,"KZ-0005","small_airport","Buzachi Airport",45.19729995727539,51.347900390625,1,"AS","KZ","KZ-MAN","Kuttay","no",,,,,,"Аэропорт Бузачи"
41858,"KZ-0006","small_airport","Chilik Southeast Airfield",43.22359848022461,78.7323989868164,4497,"AS","KZ","KZ-ALM","Chilik","no",,,,,,
41859,"KZ-0007","small_airport","Chimkent/Sayram Airport",42.29349899291992,69.84559631347656,2470,"AS","KZ","KZ-YUZ","Sayram","no",,,,,,
41860,"KZ-0008","medium_airport","Dzhezkazgan Airport",47.77080154418945,67.67340087890625,1134,"AS","KZ","KZ-KAR","Dzhezkazgan","yes","UAKD","DZN",,,,"Zhezkazgan Airport, Аэропорт Джезказган, Аэропорт Жезказган"
41861,"KZ-0009","small_airport","Gurvey Northeast Airport",47.22420120239258,52.0078010559082,100,"AS","KZ","KZ-ATY","Gurvey","no",,,,,,
41862,"KZ-0010","small_airport","Iliysk North Airport",43.99829864501953,77.13909912109375,2343,"AS","KZ","KZ-ALM","Iliysk","no",,,,,,
41863,"KZ-0011","small_airport","Zhetygen Airport",43.733100891099994,77.11940002440001,1638,"AS","KZ","KZ-ALM","Iliysk","no",,,,,,"Zhetygen Airport,Iliysk South Airport, Nikolayevka Air Base, Nikolaevka Air Base"
41864,"KZ-0012","small_airport","Karabulak Airport",42.502899169921875,69.8031005859375,1670,"AS","KZ","KZ-YUZ","Karabulak","no",,,,,,
41865,"KZ-0013","small_airport","Kok-Tyube Airport",42.88560104370117,68.9791030883789,781,"AS","KZ","KZ-YUZ","Kok_Tyube","no",,,,,,
41866,"KZ-0014","small_airport","Kostanay Airport",53.22959899902344,63.60319900512695,549,"AS","KZ","KZ-KUS","Kostanay","no",,,,,,
41867,"KZ-0015","small_airport","Sarkand Airport",45.41859817504883,79.93170166015625,2500,"AS","KZ","KZ-ALM","Sarkand","no",,,,,,
41868,"KZ-0016","medium_airport","Taldykorgan Airport",45.12620162963867,78.4469985961914,1925,"AS","KZ","KZ-ALM","Taldy Kurgan","no","UAAT","TDK",,,,"Taldy Kurgan Airport, Taldy Kurgan Northeast Airport, Аэропорт Талды-Курган"
41869,"KZ-0017","small_airport","Uzen Airport",43.34640121459961,52.93040084838867,695,"AS","KZ","KZ-MAN","Uzen","no",,,,,,
41870,"KZ-0018","small_airport","Yeskiikan Southeast Airport",43.26559829711914,68.6427001953125,896,"AS","KZ","KZ-YUZ","Yeskiikan","no",,,,,,
41871,"KZ-0019","small_airport","Zakirovskiy Airport",43.448001861572266,77.04959869384766,2038,"AS","KZ","KZ-ALM","Zakirovskiy","no",,,,,,
41872,"KZ-0020","small_airport","Zhilga South Airport",41.69940185546875,69.00460052490234,1318,"AS","KZ","KZ-YUZ","Zhilga","no",,,,,,
41873,"KZ-0021","small_airport","Abay Bazar Airport",41.36220169067383,68.98760223388672,1179,"AS","KZ","KZ-YUZ","Abay","no",,,,,,
41874,"KZ-0022","small_airport","Almaty North Airport",43.37300109863281,76.9800033569336,2159,"AS","KZ","KZ-ALM","Almaty","no",,,,,,"Alma-Ata North Airport, Аэропорт Алма-Ата Северная"
41875,"KZ-0023","small_airport","Aitbuzum East Airport",41.09629821777344,68.68250274658203,965,"AS","KZ","KZ-YUZ","Aitbuzum","no",,,,,,
41876,"KZ-0024","closed","Aksu Airport",42.443501,69.821999,1900,"AS","KZ","KZ-YUZ","Belyye Vody","no",,,,,,"Aksukent, Аксукент, Belyye Vody"
41877,"KZ-0025","small_airport","Arkaylyk South Airport",50.25979995727539,66.910400390625,1118,"AS","KZ","KZ-KUS","Arkalyk","no",,,,,,
317104,"KZ-0026","closed","Novotroitskoye West Airfield",43.7193,73.538,1475,"AS","KZ","KZ-ZHA","Novotroitskoye","no",,,,,,
41879,"KZ-0027","small_airport","Blinkovo Airport",42.25559997558594,70.12580108642578,3571,"AS","KZ","KZ-YUZ","Blinkovo","no",,,,,,
41880,"KZ-0028","small_airport","Bugun Airport",42.75749969482422,68.97959899902344,803,"AS","KZ","KZ-YUZ","Bugun","no",,,,,,
41881,"KZ-0029","small_airport","Burynshik Airport",45.38560104370117,51.76649856567383,1,"AS","KZ","KZ-MAN","Burynshik","no",,,,,,
41882,"KZ-0030","small_airport","Burynshik Southeast Airport",45.34389877319336,51.82680130004883,1,"AS","KZ","KZ-MAN","Burynshik","no",,,,,,
41883,"KZ-0031","small_airport","Chikment / Khatynkopir Airport",42.4640998840332,69.60099792480469,1530,"AS","KZ","KZ-YUZ","Chikment / Khatynkopir","no",,,,,,
41884,"KZ-0032","small_airport","Chubarovka Airport",42.57350158691406,69.3644027709961,1100,"AS","KZ","KZ-YUZ","Chubarovka","no",,,,,,
41885,"KZ-0033","small_airport","Dzhetygara Airport",52.20479965209961,61.175498962402344,905,"AS","KZ","KZ-KUS","Dzhetygara","no",,,,,,
317105,"KZ-0034","small_airport","Moinkum Airport",43.610131,74.279132,3120,"AS","KZ","KZ-ZHA","Moinkum","no",,,,,,"Moyynkum, Мойынкум"
41887,"KZ-0035","small_airport","Karaganda Southeast Airport",49.807701110839844,73.14140319824219,1800,"AS","KZ","KZ-KAR","Karaganda","no",,,,,,
41888,"KZ-0036","small_airport","Karaganda Southwest Airport",49.66510009765625,72.981201171875,1634,"AS","KZ","KZ-KAR","Karaganda","no",,,,,,
41889,"KZ-0037","small_airport","Karazhal Airport",47.992801666259766,70.7748031616211,2155,"AS","KZ","KZ-KAR","Karahzal","no",,,,,,
41890,"KZ-0038","small_airport","Kegan Airport",43.007598876953125,79.22270202636719,6051,"AS","KZ","KZ-ALM","Kegen","no",,,,,,
41891,"KZ-0039","small_airport","Kentau Airport",43.48830032348633,68.49549865722656,1275,"AS","KZ","KZ-YUZ","Kentau","no",,,,,,
41892,"KZ-0040","small_airport","Kokchetav Airport",53.324100494384766,69.36900329589844,731,"AS","KZ","KZ-AKM","Kokchetav","no",,,,,,
41893,"KZ-0041","small_airport","Krasnyy Most East Airport",42.769100189208984,69.27999877929688,991,"AS","KZ","KZ-YUZ","Krasnyy Most","no",,,,,,
41894,"KZ-0042","small_airport","Kyzylasker Airport",42.60860061645508,69.58999633789062,1231,"AS","KZ","KZ-YUZ","Kyzylasker","no",,,,,,
41895,"KZ-0043","small_airport","Kyzylkishlak Airport",42.55070114135742,69.6583023071289,1457,"AS","KZ","KZ-YUZ","Kyzylkishlak","no",,,,,,
41896,"KZ-0044","small_airport","Kzyl-Orda Airport",44.81570053100586,65.55699920654297,410,"AS","KZ","KZ-KZY","Kzyl-Orda","no",,,,,,
41897,"KZ-0045","small_airport","Narynkol Airport",42.720001220703125,80.18609619140625,6012,"AS","KZ","KZ-ALM","Narynkol","no",,,,,,
41898,"KZ-0046","small_airport","Novotroitskoye Airport",43.70280075073242,73.74500274658203,1487,"AS","KZ","KZ-ZHA","Novotroitskoye","no",,,,,,
41899,"KZ-0047","small_airport","Obruchevka Airport",42.51070022583008,69.11589813232422,912,"AS","KZ","KZ-YUZ","Obruchevka","no",,,,,,
41900,"KZ-0048","small_airport","Pervomoyevka Airport",42.09469985961914,69.90149688720703,2949,"AS","KZ","KZ-YUZ","Pervomoyevka","no",,,,,,
41901,"KZ-0049","small_airport","Petropavlosk North Airport",54.967498779296875,69.06719970703125,295,"AS","KZ","KZ-SEV","Petropavlosk","no",,,,,,
41902,"KZ-0050","small_airport","Podgorny Airport",43.11069869995117,72.44779968261719,2150,"AS","KZ","KZ-ZHA","Podgorny","no",,,,,,
41903,"KZ-0051","small_airport","Rodnikovskiy Airport",50.641300201416016,57.1693000793457,1191,"AS","KZ","KZ-AKT","Rodnikovskiy","no",,,,,,
41904,"KZ-0052","small_airport","Sary Agach Airport",41.456199645996094,69.14189910888672,1418,"AS","KZ","KZ-YUZ","Sary Agach","no",,,,,,
41905,"KZ-0053","small_airport","Shagyr Airport",42.17369842529297,68.84100341796875,1006,"AS","KZ","KZ-YUZ","Shagyr","no",,,,,,
41906,"KZ-0054","small_airport","Shelpe Southeast Airport",44.068599700927734,52.2765007019043,935,"AS","KZ","KZ-MAN","Shelpe","no",,,,,,
41907,"KZ-0055","small_airport","Stepnoye East Airport",41.62519836425781,69.39739990234375,1718,"AS","KZ","KZ-YUZ","Ak Dzhar","no",,,,,,
41908,"KZ-0056","small_airport","Stepnoye West Airport",41.62139892578125,69.30329895019531,1700,"AS","KZ","KZ-YUZ","Ak Dzhar","no",,,,,,
41909,"KZ-0057","small_airport","Syugaty Airport",43.172298431396484,74.62200164794922,2030,"AS","KZ","KZ-ZHA","Syugati","no",,,,,,
41910,"KZ-0058","small_airport","Taganassay Airport",42.218101501464844,69.00440216064453,1035,"AS","KZ","KZ-YUZ","Taganassay","no",,,,,,
41911,"KZ-0059","small_airport","Tamerlanovka Airport",42.614498138427734,69.2490005493164,1033,"AS","KZ","KZ-YUZ","Tamerlannovka","no",,,,,,
41912,"KZ-0060","small_airport","Togyzbay Airport",41.361698150634766,68.74109649658203,1005,"AS","KZ","KZ-YUZ","Togyzbay","no",,,,,,
41913,"KZ-0061","small_airport","Turkestan Airport",43.27690124511719,68.19039916992188,669,"AS","KZ","KZ-YUZ","Turkestan","no","UAJT",,,,,
41914,"KZ-0062","small_airport","Uralsk West Airport",51.19609832763672,51.299400329589844,125,"AS","KZ","KZ-ZAP","Uralsk","no",,,,,,
41915,"KZ-0063","small_airport","Ush Tobe Airport",50.57619857788086,66.74220275878906,985,"AS","KZ","KZ-KUS","Vostochnyy","no",,,,,,
41916,"KZ-0064","small_airport","Volskoye Airport",50.38880157470703,73.09420013427734,1808,"AS","KZ","KZ-KAR","Volskoye","no",,,,,,
44326,"KZ-0065","closed","Aksuyek Airport",44.61199951171875,74.56199645996094,,"AS","KZ","KZ-ALM","Aksuyek","no",,,,,,"Aksuek Airport, Аэропорт Аксуек"
44327,"KZ-0066","closed","Aktogay Air Base",46.891998291015625,79.84500122070312,,"AS","KZ","KZ-VOS","Aktogay","no",,,,,,"Аэродром Актогай"
44336,"KZ-0067","medium_airport","Krainiy Airport",45.6220016479,63.215000152600005,,"AS","KZ","KZ-BAY","Baikonur","no","UAOL",,,,,"Krayniy Airport, Аэропорт Крайний"
44355,"KZ-0068","medium_airport","Kurchatov Airfield",50.73500061035156,78.54000091552734,,"AS","KZ","KZ-VOS","Kurchatov","no",,,,,,"Аэродром Курчатов"
44357,"KZ-0069","medium_airport","Zhangiztobe Air Base",49.220001220703125,81.30999755859375,,"AS","KZ","KZ-VOS","Zhangiztobe","no",,,,,,"Zhangiz-Tobe Air Base, Аэродром Жангизтобе, Аэродром Жангиз-Тобе"
44386,"KZ-0070","small_airport","Zhosaly Airport",45.51499938964844,64.08499908447266,335,"AS","KZ","KZ-KZY","Zhosaly","no",,,,,,"Dzhusaly Airport, Аэропорт Жосалы, Аэропорт Джусалы"
44389,"KZ-0071","closed","Karas Air Base",48.73699951171875,58.04199981689453,,"AS","KZ","KZ-AKT","Zhem","no",,,,,,"Emba Air Base, Аэродром Карась,Аэродром Эмба"
44390,"KZ-0072","closed","Karas Air Base",48.73699951171875,58.04199981689453,,"AS","KZ","KZ-AKT","Zhem","no",,,,,,"Emba Air Base, Аэродром Карась, Аэродром Эмба"
44401,"KZ-0073","closed","Chundzha Airfield",43.599998474121094,79.43000030517578,,"AS","KZ","KZ-ALM","Chundzha","no",,,,,,"Аэродром Чунджа"
44405,"KZ-0074","closed","Dzhaman Kuduk Airfield",46.34700012207031,72.81999969482422,,"AS","KZ","KZ-KAR",,"no",,,,,,"Аэродром Джаман Кудук"
44428,"KZ-0075","small_airport","Charyn Airfield",43.720001220703125,79.4749984741211,,"AS","KZ","KZ-ALM","Charyn","no",,,,,,"Sharyn Airfield, Аэродром Чарын, Аэродром Шарын"
317106,"KZ-0076","small_airport","Blagoveshchenskoye-Chu Airport",43.259973,74.038989,1795,"AS","KZ","KZ-ZHA","Aksu","no",,,,,,
318182,"KZ-0077","closed","Tughyl Airport",47.675444,84.300148,,"AS","KZ","KZ-VOS","Tughyl","no",,,,,,
318184,"KZ-0078","closed","Zaysan West Airport",47.609809,84.57742,,"AS","KZ","KZ-VOS","Zaysan","no",,,,,,
318185,"KZ-0079","closed","Akzhar Airport",47.582142,83.726539,,"AS","KZ","KZ-VOS","Akzhar","no",,,,,,
318186,"KZ-0080","small_airport","Akkala Airport",47.784327,82.65697,,"AS","KZ","KZ-VOS","Ekpin","no",,,,,,
318187,"KZ-0081","small_airport","Zubovsk Airport",49.800103,84.214661,,"AS","KZ","KZ-VOS","Zyryanovsk","no",,,,,,
318380,"KZ-0082","small_airport","Usharal Airport",46.190767,80.830923,,"AS","KZ","KZ-ALM","Usharal","no",,,,,,
34977,"KZ-6022","closed","Dolon Southwest Air Base",50.25,79.08329772949219,830,"AS","KZ","KZ-VOS","Semey","no",,,,,"http://en.wikipedia.org/wiki/Dolon_Southwest","Semipalatinsk"
34976,"KZ-7470","medium_airport","Dolon Air Base",50.540000915527344,79.19000244140625,705,"AS","KZ","KZ-VOS","Semey","no",,,,,"http://en.wikipedia.org/wiki/Dolon_(air_base)","Chagan-16, Semipalitinsk Dolon"
30659,"KZ-ATX","small_airport","Atbasar Airport",51.85169982910156,68.36329650878906,1010,"AS","KZ","KZ-AKM","Atbasar","no",,"ATX",,,"http://en.wikipedia.org/wiki/Atbasar_Airport","Аэропорт Атбасар"
21436,"KZ01","small_airport","Eglin Auxiliary Field 6 Airport",30.6336994171,-86.7426986694,120,"NA","US","US-FL","Valparaiso","no","KZ01",,"KZ01",,,
21437,"KZ10","small_airport","Pacemaker Landing Zone Airport",47.02170181274414,-122.44599914550781,397,"NA","US","US-WA",,"no","KZ10",,"KZ10",,,
300191,"KZ23","heliport","West Bend Municipal Helipad",43.4219444444,-88.1333333333,881,"NA","US","US-WI","West Bend","no",,,"KZ23",,,
300190,"KZ24","heliport","Naval Medical Center Helipad",36.8483333333,-76.31388888890001,5,"NA","US","US-VA","Portsmouth","no","KZ24",,"Z24",,,
300188,"KZ26","heliport","Camp Roberts Heliport",35.7913888889,-120.742777778,660,"NA","US","US-CA","San Miguel","no","KZ26",,,,,
21439,"KZ98","small_airport","Ottawa Executive Airport",42.81719970703125,-85.9281005859375,740,"NA","US","US-MI","Zeeland","no","KZ98",,"Z98",,,
308357,"KZB","seaplane_base","Zachar Bay Seaplane Base",57.553001,-153.746052,,"NA","US","US-AK","Zachar Bay","yes",,"KZB","KZB",,"http://en.wikipedia.org/wiki/Zachar_Bay_Seaplane_Base",
21440,"KZEF","small_airport","Elkin Municipal Airport",36.279998779296875,-80.78610229492188,1068,"NA","US","US-NC","Elkin","no","KZEF",,"ZEF",,"http://en.wikipedia.org/wiki/Elkin_Municipal_Airport",
21441,"KZER","small_airport","Schuylkill County /Joe Zerbey/ Airport",40.70650101,-76.37310028,1729,"NA","US","US-PA","Pottsville","no","KZER",,"ZER",,"http://en.wikipedia.org/wiki/Schuylkill_County_Airport",
302157,"KZF","small_airport","Kaintiba Airport",-7.50025,146.033833333,2050,"OC","PG","PG-GPK","Kaintiba","no","AYKT","KZF","KNT",,,
21442,"KZPH","small_airport","Zephyrhills Municipal Airport",28.2282009125,-82.15589904790001,90,"NA","US","US-FL","Zephyrhills","no","KZPH","ZPH","ZPH",,"http://en.wikipedia.org/wiki/Zephyrhills_Municipal_Airport",
314582,"KZR","medium_airport","Zafer Airport",39.1122006226,30.13003993225,3322,"AS","TR","TR-43","Kütahya","no","LTBZ","KZR",,"http://www.zafer.aero/","http://en.wikipedia.org/wiki/Zafer_Airport","Kütahya, Afyon, Zafer"
21443,"KZUN","small_airport","Black Rock Airport",35.08319854736328,-108.79199981689453,6454,"NA","US","US-NM","Zuni Pueblo","no","KZUN",,"ZUN",,"http://en.wikipedia.org/wiki/Black_Rock_Airport",
3967,"KZZV","medium_airport","Zanesville Municipal Airport",39.9444007874,-81.89209747310001,900,"NA","US","US-OH","Zanesville","no","KZZV","ZZV","ZZV",,"http://en.wikipedia.org/wiki/Zanesville_Municipal_Airport",
21444,"L11","seaplane_base","Pebbly Beach Seaplane Base",33.338402,-118.311996,,"NA","US","US-CA","Avalon","no","KL11",,"L11",,,
21445,"L18","small_airport","Fallbrook Community Airpark",33.35419845581055,-117.2509994506836,708,"NA","US","US-CA","Fallbrook","no","L18",,"L18",,"http://en.wikipedia.org/wiki/Fallbrook_Community_Airpark",
21446,"L20","small_airport","Coal Creek Airport",65.3113021850586,-143.13499450683594,850,"NA","US","US-AK","Yukon Charley Rivers","no","L20",,"L20",,,
21447,"L25","small_airport","Pearce Ferry Airport",36.09360122680664,-114.0459976196289,2941,"NA","US","US-AZ","Meadview","no","L25",,"L25",,,
21449,"L36","small_airport","Rio Linda Airport",38.67499923706055,-121.44499969482422,45,"NA","US","US-CA","Rio Linda","no","L36",,"L36",,,
21450,"L37","small_airport","Grand Canyon Caverns Airport",35.52830123901367,-113.24700164794922,5386,"NA","US","US-AZ","Peach Springs","no","L37",,"L37",,,
21451,"L40","small_airport","Colfax Airport",31.516000747680664,-92.69120025634766,95,"NA","US","US-LA","Colfax","no","L40",,"L40",,,
21452,"L44","small_airport","Moundville Airport",32.96820068359375,-87.6406021118164,162,"NA","US","US-AL","Moundville","no","L44",,"L44",,,
21453,"L52","small_airport","Oceano County Airport",35.10139846801758,-120.62200164794922,14,"NA","US","US-CA","Oceano","no","L52",,"L52",,"http://en.wikipedia.org/wiki/Oceano_County_Airport",
21454,"L53","small_airport","Lodi Airpark",38.08409881591797,-121.31600189208984,25,"NA","US","US-CA","Lodi","no","L53",,"L53",,,
21455,"L54","small_airport","Agua Caliente Airport",32.95009994506836,-116.29299926757812,1220,"NA","US","US-CA","Agua Caliente Springs","no","L54",,"L54",,"http://en.wikipedia.org/wiki/Agua_Caliente_Airport",
21456,"L57","small_airport","Hidden Hills Airport",36.00640106201172,-115.86299896240234,2808,"NA","US","US-NV","Pahrump","no","L57",,"L57",,,
21457,"L61","small_airport","Shoshone Airport",35.96860122680664,-116.26899719238281,1568,"NA","US","US-CA","Shoshone","no","L61",,"L61",,,
21458,"L78","small_airport","Jacumba Airport",32.61600112915039,-116.16500091552734,2844,"NA","US","US-CA","Jacumba","no","L78",,"L78",,,
21459,"L80","small_airport","Roy Williams Airport",34.15420150756836,-116.25199890136719,2464,"NA","US","US-CA","Joshua Tree","no","L80",,"L80",,,
21460,"L85","seaplane_base","Mackeys Lakes Seaplane Base",60.5335998535,-150.996002197,175,"NA","US","US-AK","Soldotna","no","L85",,"L85",,,
21461,"L87","heliport","Ida's Heliport",33.00429916381836,-93.89320373535156,286,"NA","US","US-LA","Ida","no","L87",,"L87",,,
21462,"L89","small_airport","Kibs Air Park",30.38129997253418,-92.14600372314453,51,"NA","US","US-LA","Bristol","no","L89",,"L89",,,
21463,"L90","small_airport","Ocotillo Airport",33.150001525878906,-116.13300323486328,160,"NA","US","US-CA","Ocotillo Wells","no","L90",,"L90",,,
21464,"L92","small_airport","Alamo Landing Field",37.36249923706055,-115.19400024414062,3719,"NA","US","US-NV","Alamo","no","L92",,"L92",,"http://en.wikipedia.org/wiki/Alamo_Landing_Field",
21465,"L93","seaplane_base","Robe Lake Seaplane Base",61.0871009827,-146.143997192,39,"NA","US","US-AK","Valdez","no","L93",,"L93",,,
21466,"L95","seaplane_base","Jones Landing Seaplane Base",61.5547981262207,-149.93899536132812,180,"NA","US","US-AK","Big Lake","no","L95",,"L95",,,
44413,"LA-0001","closed","LS 6 Airfield",18.924999,102.450996,,"AS","LA","LA-VI","Vang Vieng","no",,,,,,"Lima Site 6 Airfield"
